user_id,text_id,text,timestamp,collection_phase,is_words,valence,arousal,state_change_valence,state_change_arousal,feelings,feelings_text
6,310,"Happy , Excited , Sore , Hungry , Celebrating",2022-02-15 12:17:14,2,True,1.0,2.0,-3.0,-2.0,"['Happy', 'Excited', 'Sore', 'Hungry', 'Celebrating']","The individual feels a vibrant, high‑energy buzz from excitement, happiness, and a celebratory mood, yet the soreness in their body and the pangs of hunger introduce a mild, bittersweet tension. Despite these minor negative touches, their overall feeling leans positive, and their arousal level remains high."
6,311,"hungover , tired , exhausted , happy , excited",2022-02-16 10:40:46,2,True,-2.0,0.0,0.0,0.0,"['hungover', 'tired', 'exhausted', 'happy', 'excited']","The person is riding a wave of excitement and happiness, which gives them a buoyant, high‑arousal mood.  
At the same time, hunger, tiredness, and exhaustion cast a negative, low‑energy shadow over that feeling, creating a mix of thrill and fatigue.  
Overall, they feel energized yet slightly drained, caught between the joy of anticipation and the pull of unmet basic needs."
6,312,"Exhausted , Sleepy , Content , Happy , Celebrating",2022-02-17 15:00:49,2,True,-2.0,0.0,2.0,0.0,"['Exhausted', 'Sleepy', 'Content', 'Happy', 'Celebrating']","They feel exhausted and sleepy, which keeps their energy level low and their overall arousal on the quieter side. Despite this, they remain content and happy, and a celebratory spirit lifts their mood, adding a touch of bright enthusiasm to the mix."
6,313,"Tired , Calm , Relaxed , Content , Positive",2022-02-17 20:00:44,2,True,0.0,0.0,2.0,0.0,"['Tired', 'Calm', 'Relaxed', 'Content', 'Positive']","The person is in an overall positive mood, feeling calm, relaxed, content, and even upbeat.  
Their sense of tiredness adds a hint of weariness, lowering the energy they feel.  
Thus, the emotional profile shows low arousal with a high valence—pleasant but gently subdued."
6,314,"Calm , Happy , Relaxed , Busy , Gracious",2022-02-18 10:01:24,2,True,2.0,0.0,-1.0,2.0,"['Calm', 'Happy', 'Relaxed', 'Busy', 'Gracious']","The person’s mood is overwhelmingly positive—warm, friendly, and content—while remaining grounded in calmness and relaxation. At the same time, the sense of busyness injects a moderate to high level of arousal, giving them an energetic, “on-the-go” feel. Overall, they are happy and gracious, but not overstressed, balancing quiet composure with a lively, productive spirit."
6,315,"Happy , Relieved , Tired , Hungry , Optimistic",2022-02-19 20:56:13,2,True,1.0,2.0,-3.0,-2.0,"['Happy', 'Relieved', 'Tired', 'Hungry', 'Optimistic']","The person’s overall mood is upbeat and positive, buoyed by feelings of happiness, relief, and optimism.  
At the same time, the lingering fatigue and the gnawing hunger pull the arousal down a bit, giving the emotional mix a touch of low‑energy tension.  
Thus, while the valence is mainly positive, the arousal level swings between high excitement and low‑energy fatigue."
6,316,"Sore , Exhausted , Happy , Grateful , Eager",2022-02-20 21:52:40,2,True,-2.0,0.0,2.0,1.0,"['Sore', 'Exhausted', 'Happy', 'Grateful', 'Eager']","They feel physically sore and exhausted, which brings a low‑energy, somewhat negative edge to their mood. Yet the warmth of happiness, the appreciation of gratitude, and the excitement of eagerness inject a positive tone and an energetic spark, tilting the overall state toward upbeat while keeping arousal somewhat high."
6,304,"Tired , Exhausted , Sleepy , Calm , Positive",2022-02-21 22:59:42,2,True,0.0,1.0,-1.0,1.0,"['Tired', 'Exhausted', 'Sleepy', 'Calm', 'Positive']","""The person feels calm and relaxed, yet exhausted and sleepy, which lowers their arousal. Despite the fatigue, they maintain a positive outlook, suggesting a hopeful mood. Overall, they experience a blend of low‑energy restfulness with an optimistic attitude."""
6,305,"Sore , Fatigued , Happy , Anxious , Disappointed",2022-02-22 10:00:40,2,True,-1.0,2.0,1.0,-1.0,"['Sore', 'Fatigued', 'Happy', 'Anxious', 'Disappointed']","They’re grappling with physical soreness and fatigue that pull their energy down and add a low‑arousal, negative tint to the mood.  At the same time, bursts of happiness inject a positive spark, while underlying anxiety adds sharp, high‑arousal tension.  The overall emotional portrait is conflicted, oscillating between drained disappointment and fleeting moments of upbeat joy."
6,306,"Tired , Sore , Productive , Optimistic , Hungry",2022-02-24 10:00:33,2,True,0.0,1.0,0.0,1.0,"['Tired', 'Sore', 'Productive', 'Optimistic', 'Hungry']","The individual feels physically drained and sore, which casts a negative mood and a sense of low arousal.  
At the same time, their optimism and drive to be productive inject a contrasting positive energy and higher arousal into the day.  
Lingering hunger adds a mild urgency that keeps their spirits slightly elevated, balancing the overall emotional mix."
6,321,"Anxious , Eager , Excited , Happy , Positive",2022-05-15 10:03:00,3,True,0.0,2.0,2.0,-2.0,"['Anxious', 'Eager', 'Excited', 'Happy', 'Positive']","The person’s mood is a lively blend of excitement, eagerness, happiness, and optimism, giving the overall valence a strong positive tilt.  
However, a thread of nervous tension—the anxious feeling—keeps the arousal high and the individual alert, as if anticipation is tinged with a bit of unease.  
Together, these emotions paint a picture of someone energized and hopeful, yet momentarily on edge."
6,322,"Content , Happy , Positive , Hungry , Eager",2022-05-16 12:47:00,3,True,2.0,0.0,-2.0,1.0,"['Content', 'Happy', 'Positive', 'Hungry', 'Eager']","The person feels generally positive and content, with a bright, enthusiastic outlook that keeps them upbeat. At the same time, a hint of hunger injects a touch of mild frustration, driving a higher level of arousal and motivating them to seek nourishment."
6,323,"Hungry , Starved , Eager , Tired , Relaxed",2022-05-16 15:06:00,3,True,0.0,1.0,0.0,-1.0,"['Hungry', 'Starved', 'Eager', 'Tired', 'Relaxed']","The person feels an uneasy tension: hunger and starvation ignite a high‑arousal, negative mood, while eagerness injects a hopeful spark.  
But fatigue and a relaxed state dampen the overall energy, pulling them into a low‑arousal, mixed‑valence state."
6,324,"Tired , Exhausted , Hungry , Calm , Neutral",2022-05-18 20:07:00,3,True,0.0,0.0,2.0,0.0,"['Tired', 'Exhausted', 'Hungry', 'Calm', 'Neutral']","""The person feels drained by exhaustion and hunger, creating a generally negative emotional tone. Their calm, neutral demeanor keeps arousal low, so frustration and agitation stay subdued. Overall, they are in a low‑energy, mildly uncomfortable but composed state."""
6,325,"Calm , Happy , Positive , Peaceful , Hopeful",2022-05-19 10:09:00,3,True,2.0,0.0,-2.0,1.0,"['Calm', 'Happy', 'Positive', 'Peaceful', 'Hopeful']","The individual feels calm and content, wrapped in a gentle sense of happiness and peace. Their outlook is optimistic and hopeful, creating a warm, steady buoyancy rather than intense excitement."
6,326,"Calm , Bored , Lazy , Unmotivated , Eager",2022-05-19 16:19:00,3,True,0.0,1.0,-2.0,-1.0,"['Calm', 'Bored', 'Lazy', 'Unmotivated', 'Eager']","The person feels a general calmness that keeps their mood on the positive side, but a pervasive sense of boredom, laziness, and lack of motivation pulls the overall valence toward the negative. These low‑arousal, low‑energy states dampen enthusiasm and energy levels, leaving the individual feeling somewhat disengaged. Yet the sudden spark of eagerness injects a brief burst of high arousal, adding a touch of excitement that tempers the otherwise sluggish emotional landscape."
6,327,"Hungry , Impatient , Tired , Bored , Exhausted",2022-05-19 20:34:00,3,True,-2.0,0.0,1.0,2.0,"['Hungry', 'Impatient', 'Tired', 'Bored', 'Exhausted']","The individual feels a pressing sense of importance yet is burdened by hunger, fatigue, boredom, and exhaustion, creating a largely negative emotional tone. The combination of urgency and low energy yields a tense, drained state with moderate arousal."
6,328,"Busy , Irritated , Hungry , Anxious , Frustrated",2022-05-20 15:02:00,3,True,-1.0,2.0,,,"['Busy', 'Irritated', 'Hungry', 'Anxious', 'Frustrated']","The person feels highly agitated and on edge, with a sense of restlessness and irritation. Their body is also demanding basic needs—hungry—and their mind is racing with anxiety, adding to a pronounced feeling of frustration. Overall, the emotional state is one of intense negative arousal and mounting tension."
7,347,I have been feeling somewhat down . I am trying to be more productive and get things done . I am having trouble finding the energy and motivation . I can ' t type any more characters . I ' m pretty sure this is over 200 .,2021-03-11 12:10:58,1,False,-1.0,0.0,2.0,2.0,"['Down', 'Fatigued', 'Unmotivated', 'Frustrated', 'Determined']",I have been feeling somewhat down . I am trying to be more productive and get things done . I am having trouble finding the energy and motivation . I can ' t type any more characters . I ' m pretty sure this is over 200 .
7,348,The last day has been much better than yesterday . Friends surprised with visit and we had a late night get together . My schedule at work changed to a more consistent schedule . What a relief ! This 200 character minimum is very frustrating .,2021-03-12 12:43:39,1,False,1.0,2.0,,,"['Happy', 'Content', 'Relief', 'Frustrated']",The last day has been much better than yesterday . Friends surprised with visit and we had a late night get together . My schedule at work changed to a more consistent schedule . What a relief ! This 200 character minimum is very frustrating .
8,368,"Mediocre , today I ' ve been having dizzy spells , a headache and i am sick to my stomach . I got sick this morning while getting ready .     Went home early from my other job .   Expected not to return tomorrow if symptoms persist . \n \ n \ n",2021-03-29 13:41:30,1,False,2.0,0.0,0.0,0.0,"['Sick', 'Dizzy', 'Headache', 'Worried', 'Unwell']","Mediocre , today I ' ve been having dizzy spells , a headache and i am sick to my stomach . I got sick this morning while getting ready .     Went home early from my other job .   Expected not to return tomorrow if symptoms persist . \n \ n \ n"
8,369,"Sober and somber . My friend just passed away last night . I ' m grief stricken , I have a headache and I do not want to consume anything but weed . I do not want to drink my stomach was not made for this .",2021-03-30 12:32:23,1,False,2.0,0.0,,,"['Sober', 'Somber', 'Grief-stricken', 'Sad', 'Anxious']","Sober and somber . My friend just passed away last night . I ' m grief stricken , I have a headache and I do not want to consume anything but weed . I do not want to drink my stomach was not made for this ."
10,407,"Tired , Exhausted , Calm , Content , Happy",2021-06-09 12:11:03,1,True,-1.0,0.0,3.0,0.0,"['Tired', 'Exhausted', 'Calm', 'Content', 'Happy']","The person feels calm and content, experiencing a gentle sense of happiness. At the same time, exhaustion and fatigue keep them drained, lowering their overall arousal. Overall, the emotional state is a mix of positive, low‑energy contentment tempered by lingering weariness."
10,408,"Content , Calm , Sleepy , Lazy , Relaxed",2021-06-10 17:08:20,1,True,2.0,0.0,0.0,0.0,"['Content', 'Calm', 'Sleepy', 'Lazy', 'Relaxed']","""The person feels content and calm, embracing a relaxed mood. Their sleepy and lazy sensations indicate low arousal and a desire for rest."""
10,409,"Content , Calm , Relaxed , Happy",2021-06-11 12:03:33,1,True,2.0,0.0,0.0,1.0,"['Content', 'Calm', 'Relaxed', 'Happy']","The person feels content and at ease, surrounded by a calm and relaxed atmosphere. Their emotional tone is distinctly positive, marked by a gentle sense of happiness that lifts their mood. Overall, the arousal level is low to moderate, creating a serene yet pleasantly uplifting state."
10,410,"Calm , Content , Happy , Relaxed",2021-06-11 17:18:21,1,True,2.0,1.0,,,"['Calm', 'Content', 'Happy', 'Relaxed']","""The individual feels calm and content, enveloped in a tranquil, relaxed state. Their mood is distinctly positive, marked by happiness without agitation. The overall arousal is low, reflecting a peaceful and serene emotional environment."""
11,439,"It was hard to sleep last night so I am very tired . This morning I feel mentally drained and do not want to go to work tonight . My body feels very tired as well , my shoulders and feet are in a lot of pain .",2021-06-12 12:26:16,1,False,-2.0,0.0,2.0,1.0,"['Tired', 'Drained', 'Painful', 'Reluctant']","It was hard to sleep last night so I am very tired . This morning I feel mentally drained and do not want to go to work tonight . My body feels very tired as well , my shoulders and feet are in a lot of pain ."
11,440,I am feeling good . At work excited for tonight’s shift . it will be busy and I am ready for it . I don’t feel as tired anymore since I got to work . Everyone else is in a good mood so I am too . Staff meal was good so that helped,2021-06-12 17:18:50,1,False,0.0,1.0,2.0,-1.0,"['Good', 'Excited', 'Ready', 'Rested', 'Positive']",I am feeling good . At work excited for tonight’s shift . it will be busy and I am ready for it . I don’t feel as tired anymore since I got to work . Everyone else is in a good mood so I am too . Staff meal was good so that helped
11,441,My body is sore from yesterday and my shoulders are killing me . I don’t have to work so I am in a good mood . I ate really late last night so my stomach hurts . I am just somewhat tired but I feel calm and happy that I have a day off to relax,2021-06-13 12:11:18,1,False,2.0,0.0,0.0,1.0,"['Calm', 'Tired', 'Happy', 'Good mood']",My body is sore from yesterday and my shoulders are killing me . I don’t have to work so I am in a good mood . I ate really late last night so my stomach hurts . I am just somewhat tired but I feel calm and happy that I have a day off to relax
11,442,I feel better than last week because yesterday was my day off . I have time to mentally relax and prepare for the week . I am not looking forward to working an extra day at the restaurant but I need the money so .,2021-06-14 12:09:02,1,False,2.0,1.0,-4.0,-1.0,"['Relaxed', 'Prepared', 'Reluctant', 'Motivated']",I feel better than last week because yesterday was my day off . I have time to mentally relax and prepare for the week . I am not looking forward to working an extra day at the restaurant but I need the money so .
11,457,I am exhausted from working late last night . I am opening today at my second job today . Was difficult to fall and stay asleep last night . Feeling very sluggish today . I have to close again so I am anxious about that because I am so tired,2022-02-16 10:05:52,2,False,-2.0,0.0,2.0,1.0,"['Exhausted', 'Sluggish', 'Anxious', 'Tired']",I am exhausted from working late last night . I am opening today at my second job today . Was difficult to fall and stay asleep last night . Feeling very sluggish today . I have to close again so I am anxious about that because I am so tired
11,458,I am feeling less tired than earlier this morning . I have a little more energy going into my shift . I also feel a little less anxious about my upcoming work shift tonight . Overall pretty neutral though,2022-02-16 16:34:30,2,False,0.0,1.0,-1.0,1.0,"['Less tired', 'More energetic', 'Less anxious', 'Neutral']",I am feeling less tired than earlier this morning . I have a little more energy going into my shift . I also feel a little less anxious about my upcoming work shift tonight . Overall pretty neutral though
11,459,I am tired and having anxiety feeling very anxious . I am off today so that is helpful . I am a little jittery feel unable to relax . My head feels empty which is causing more anxiety . I will most likely drink today .,2022-02-17 12:06:21,2,False,-1.0,2.0,2.0,-1.0,"['Tired', 'Anxious', 'Jittery', 'Restless', 'Empty']",I am tired and having anxiety feeling very anxious . I am off today so that is helpful . I am a little jittery feel unable to relax . My head feels empty which is causing more anxiety . I will most likely drink today .
11,460,I am exciting because I am off tonight . I am going out . I will be drinking but I do not have an urge to drink . It’s a special occasion . I am happy and calm and peaceful for not having to go into work tonigh,2022-02-17 15:16:07,2,False,1.0,1.0,-3.0,1.0,"['Excited', 'Happy', 'Calm', 'Peaceful', 'Relieved']",I am exciting because I am off tonight . I am going out . I will be drinking but I do not have an urge to drink . It’s a special occasion . I am happy and calm and peaceful for not having to go into work tonigh
11,461,I drank too much last night and I have anxiety and am very uncomfortable . I have to work both jobs today I’m exhausted . I have such bad anxiety and the thought of going into work sucks . Jittery and tired and anxious,2022-02-18 10:01:18,2,False,-2.0,2.0,3.0,-1.0,"['Anxiety', 'Exhausted', 'Uncomfortable', 'Jittery', 'Tired']",I drank too much last night and I have anxiety and am very uncomfortable . I have to work both jobs today I’m exhausted . I have such bad anxiety and the thought of going into work sucks . Jittery and tired and anxious
11,462,I had a good day at my first job . Had a cup of coffee feeling good more energized . My anxiety has gone away . I am ready and feeling energized for my closing shift at the restaurant . Anxiety is like a 2 compared to a 7 this morning,2022-02-18 15:27:03,2,False,1.0,1.0,0.0,1.0,"['Energized', 'Calm', 'Ready', 'Anxiety‑free']",I had a good day at my first job . Had a cup of coffee feeling good more energized . My anxiety has gone away . I am ready and feeling energized for my closing shift at the restaurant . Anxiety is like a 2 compared to a 7 this morning
11,463,Just finished my night shift . I am tired but I have a lot of energy . It was a good shift no annoying customers . Easy Friday excited to go home . I am hungry and ready to go home and get into bed . I hate having late dinner though,2022-02-18 21:56:30,2,False,1.0,2.0,1.0,0.0,"['Tired', 'Energetic', 'Content', 'Excited', 'Hungry', 'Annoyed']",Just finished my night shift . I am tired but I have a lot of energy . It was a good shift no annoying customers . Easy Friday excited to go home . I am hungry and ready to go home and get into bed . I hate having late dinner though
11,464,I’m excited today because I am moving . I’m at my baseline for anxiety and feeling nervous as well as stressed . I do have to opne the restaurant today so that is bothering me because I want to pack and move but overall happy,2022-02-19 10:04:46,2,False,2.0,2.0,-2.0,0.0,"['Excited', 'Anxious', 'Nervous', 'Stressed', 'Bothered', 'Happy']",I’m excited today because I am moving . I’m at my baseline for anxiety and feeling nervous as well as stressed . I do have to opne the restaurant today so that is bothering me because I want to pack and move but overall happy
11,465,I’m at work had a good morning I feel energized and excited and ready to get Saturday over with . I am not anxious or nervous . I’m sure I will crash sooon but for now I am in a great mood . No jitters or baseline anxiety is low,2022-02-19 15:21:06,2,False,0.0,2.0,2.0,-1.0,"['Energized', 'Excited', 'Calm', 'Low anxiety', 'Great mood']",I’m at work had a good morning I feel energized and excited and ready to get Saturday over with . I am not anxious or nervous . I’m sure I will crash sooon but for now I am in a great mood . No jitters or baseline anxiety is low
11,466,I am so happy to be at work right now . What an easy night I had . I loved work tonight . Small section good tips no reason not to be happy . No anxiety and I don’t feel like drinking but I might have some wine,2022-02-19 21:11:38,2,False,2.0,1.0,0.0,1.0,"['Happy', 'Content', 'Calm', 'Relaxed']",I am so happy to be at work right now . What an easy night I had . I loved work tonight . Small section good tips no reason not to be happy . No anxiety and I don’t feel like drinking but I might have some wine
11,467,I’m moving today and my family is here helping me so that is exciting . I don’t have to work the restaurant it’s closed Sunday . I do have my second job at 3 which is annoying since I have to move but I feel fine excited,2022-02-20 10:04:37,2,False,2.0,2.0,-4.0,0.0,"['Excited', 'Annoyed', 'Neutral']",I’m moving today and my family is here helping me so that is exciting . I don’t have to work the restaurant it’s closed Sunday . I do have my second job at 3 which is annoying since I have to move but I feel fine excited
11,468,I’m going into work my second job right now I forgot I picked up a shift moved all morning nervous about my new apartment I’m also exhausted and hate that I have to work again all week starting to resent the restaurant t,2022-02-20 15:01:24,2,False,-2.0,2.0,4.0,-2.0,"['Anxious', 'Exhausted', 'Angry', 'Resentful', 'Overwhelmed']",I’m going into work my second job right now I forgot I picked up a shift moved all morning nervous about my new apartment I’m also exhausted and hate that I have to work again all week starting to resent the restaurant t
11,469,I just finished work I am feeling pretty exhausted mentally and physically . I just want to go to sleep but I have a million more this to do . Feeling anxious about next week but I’m ahead on work for my non restaurant job so that helps,2022-02-20 20:04:48,2,False,2.0,0.0,-4.0,0.0,"['Tired', 'Exhausted', 'Sleepy', 'Anxious', 'Relieved']",I just finished work I am feeling pretty exhausted mentally and physically . I just want to go to sleep but I have a million more this to do . Feeling anxious about next week but I’m ahead on work for my non restaurant job so that helps
11,470,I am exhausted I packed and moved all night and had to work in between that . I am emotionally drained from personal stuff however my anxiety is pretty low I’d say a 3 . I’m headed into work now than off tonight so that’s good,2022-02-21 10:02:28,2,False,-2.0,0.0,3.0,2.0,"['Exhausted', 'Emotionally drained', 'Low anxiety', 'Relieved', 'Busy']",I am exhausted I packed and moved all night and had to work in between that . I am emotionally drained from personal stuff however my anxiety is pretty low I’d say a 3 . I’m headed into work now than off tonight so that’s good
11,471,I feel fine I’m out to eat with my friends I don’t have   to go into the the restaurant tonight since they are closed . I didn’t work this morning at my second job but it wasn’t bad I only saw a few patients . I have to finish moving tonight I nervous,2022-02-21 15:10:39,2,False,1.0,2.0,-2.0,-1.0,"['Content', 'Social', 'Relieved', 'Relaxed', 'Nervous']",I feel fine I’m out to eat with my friends I don’t have   to go into the the restaurant tonight since they are closed . I didn’t work this morning at my second job but it wasn’t bad I only saw a few patients . I have to finish moving tonight I nervous
11,472,I’m sad I am moving out and going through a breakup and haven’t been able to take a day off . I have so much stuff and it’s taking me forever to get everything out of my old apartment . I’m just wxhausted,2022-02-22 10:16:59,2,False,-1.0,1.0,-1.0,-1.0,"['Sad', 'Exhausted', 'Overwhelmed', 'Stressed', 'Heartbroken']",I’m sad I am moving out and going through a breakup and haven’t been able to take a day off . I have so much stuff and it’s taking me forever to get everything out of my old apartment . I’m just wxhausted
11,473,I’m exhausted we had a front of the house work meeting early today . So I was in two hours before start time and had a quiz I’m still in the middle of moving it just tired . Now I have to work the whole shift I’m kind of annoyed today,2022-02-22 15:28:13,2,False,-2.0,0.0,2.0,1.0,"['Exhausted', 'Tired', 'Annoyed']",I’m exhausted we had a front of the house work meeting early today . So I was in two hours before start time and had a quiz I’m still in the middle of moving it just tired . Now I have to work the whole shift I’m kind of annoyed today
11,474,I don’t really feel anything not happy or sad or nervous . I don’t have any energy I am very tired I guess that is all I feel right now . Shift is almost over it was a slow night not a lot of tips bc it is raining and my next two days are super busy so I’m just blah,2022-02-22 20:35:45,2,False,0.0,1.0,0.0,0.0,"['Tired', 'Exhausted', 'Flat', 'Apathy', 'Unmotivated']",I don’t really feel anything not happy or sad or nervous . I don’t have any energy I am very tired I guess that is all I feel right now . Shift is almost over it was a slow night not a lot of tips bc it is raining and my next two days are super busy so I’m just blah
11,475,I’m pretty neutral feeling right now . I am at my first job of the day . I have to open the restaurant which I normally close so I get a break in between so that’s annoying . I’m fine though my normal amount of exhaustion,2022-02-23 10:01:15,2,False,0.0,1.0,1.0,0.0,"['Neutral', 'Annoyed', 'Tired', 'Content']",I’m pretty neutral feeling right now . I am at my first job of the day . I have to open the restaurant which I normally close so I get a break in between so that’s annoying . I’m fine though my normal amount of exhaustion
