user_id,text_id,text,timestamp,collection_phase,is_words,valence,arousal,emotions,sentiment,irony,topic,emoji,emotion
17,982,"I’m good right now . I feel content . Calm . Just trying to get some school work done . Studying biology . Fun fun ! But I feel okay today . I’m off today as well , so no work . But I’ma double tomorrow , so I have a lot of school work to get done today . Talk to you more soon !",2022-02-03 10:18:19,2,False,2.0,0.0,"joy, optimism",positive,non_irony,"diaries_&_daily_life, learning_&_educational",unknown,"joy, optimism"
17,983,"I do not feel well . I keep feeling dizzy . If it wasn’t for that I would feel fine . Like I said before , it is always something ! I’m trying to do school work and it is hard to do when you feel dizzy , but I have so much I need to work on right now . I will get it done somehow .",2022-02-03 16:57:19,2,False,-2.0,0.0,"sadness, pessimism, fear",negative or neutral,non_irony,diaries_&_daily_life,unknown,"sadness, fear, pessimism"
17,984,"I’m okay . Just got done eating . I feel better this evening than I did earlier this afternoon . I’m tired , but I feel okay . I’m content . I’m good right now . Not long before I’m going to bed . I have to work a double tomorrow . Yay me !! I’ve got so much school work , I need to work on it instead , but I got to get that money too for my bills .",2022-02-03 22:33:29,2,False,2.0,0.0,"joy, optimism",positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism"
17,985,"I’m at work . I am feeling okay so far today , but I am a double , so we will see what happens . Hopefully I will continue to feel well and stay content with how things are . I wish I knew what was going to happen with my home , that would take a load off of me ! I would be in such a better mind set of that was just over with ! I do not like not knowing what will happen . Hopefully it will all turn out ok and I am worrying for nothing .",2022-02-04 10:11:13,2,False,2.0,0.0,"fear, optimism, anticipation",unknown,non_irony,diaries_&_daily_life,unknown,"fear, optimism"
17,986,"I’m at work . I feel ok , but I am pissed . I am a double and they will not cut me . For god sake’s , I’ve got to come back ! Why are they keeping me here !? I have an empty section . This is PERSON  . Other than that , I’m ok still",2022-02-04 15:01:44,2,False,0.0,1.0,"anger, disgust",negative,non_irony,diaries_&_daily_life,😡🤬,"anger, disgust, sadness"
17,987,"I feel dizzy again , and that makes me not feel well . If that wasn’t the case , besides being extremely tired , I would be fine . I got sent home from work as an extra , I needed to stay and work , I needed the money . Hopefully I will work tomorrow night , and feel good tomorrow .",2022-02-04 21:34:24,2,False,-2.0,0.0,"sadness, pessimism, fear",negative or neutral,non_irony,diaries_&_daily_life,🙏🤞,"sadness, optimism, anticipation"
17,988,"I feel ok . I’m trying to get some homework done before work at 3 : 45 . I have some assignments due tomorrow by midnight . I don’t feel bad , but I don’t feel great either . I’m just okay . I’m not anxious , I’m calm . Just trying to work on some stuff . I’ll get it done . I always do .",2022-02-05 10:04:17,2,False,2.0,0.0,"fear, optimism",negative or neutral,non_irony,"learning_&_educational, diaries_&_daily_life",unknown,"fear, optimism"
17,989,"I am currently okay . I do not feel bad , but I do not feel good . If that makes sense . I’ll take it , beats feeling bad all the time ! I have to work in about 45 minutes , not looking forward to that . But I’ll get through it .",2022-02-05 15:00:46,2,False,1.0,0.0,optimism,negative or neutral,non_irony,diaries_&_daily_life,unknown,"sadness, optimism"
17,990,"I’m at work . I’m feeling okay tonight/today . Thankfully . I hate feeling bad , and I feel bad so much . It gets so tiring ! I’m still worried about my house , but that’ll pass too . Hopefully sooner than later . Other than that , I am good today .",2022-02-05 20:03:07,2,False,2.0,0.0,"fear, optimism, sadness",unknown,non_irony,diaries_&_daily_life,😊,"sadness, fear, optimism"
17,991,"I’m feeling okay today , so far . I have some school work to do , but do not really feel like doing it today . But I’ll end up working on it at some point . I have not been up long , so we will see how I feel later . But right now I’m good .",2022-02-06 10:04:15,2,False,1.0,1.0,"optimism, anticipation",positive,non_irony,"diaries_&_daily_life, learning_&_educational",unknown,"optimism, anticipation, joy"
17,992,"I am doing homework . Biology . Yuck . Anyway , I still feel okay . I’m off today and tomorrow , but I have school tomorrow . At 8 : 00 am . So no work until Tuesday night . That’s good . I get so tired of working , busting   my ass for money that just disappears . But you have to have it ! Life sucks at times . lol . I really am okay right now .",2022-02-06 15:01:16,2,False,2.0,0.0,"sadness, joy, optimism",unknown,non_irony,"learning_&_educational, diaries_&_daily_life",unknown,"joy, disgust, anger, optimism"
17,993,"I’m tired . I’ve been sitting at my computer all day doing school work . I’m ready for bed , but I still haven’t done everything I needed to get done before tomorrow . Oh well . Not much I can do . So I’m a little stressed about that .",2022-02-06 22:08:24,2,False,-1.0,0.0,"sadness, pessimism, fear",negative or neutral,non_irony,"diaries_&_daily_life, learning_&_educational",unknown,"fear, sadness, pessimism"
17,994,"I’m okay today . I feel okay so far . Test next week in biology , not looking forward to that . Nervous about that . That stresses me because I’m not that good with science , and math . Hopefully I continue to feel ok today . Feeling bad sucks .",2022-02-07 10:43:57,2,False,1.0,0.0,fear,unknown,non_irony,"diaries_&_daily_life, learning_&_educational",😞,fear
17,995,"Feeling okay today . I’m ready to go home . Got more school work to do . I’m off tonight , so that is a good thing . I am already tired , so at least I know I can go to bed early if I need to . I’m content and calm today",2022-02-07 15:22:56,2,False,2.0,0.0,"joy, optimism",positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism"
17,996,"I am working in school work , really tired tonight . I still have a lot to do . I feel okay , I am just tired . Tired of thinking about my home , what they going to do . I wish they would go ahead and do what they going to , because I am tired of worrying about it .",2022-02-07 20:27:53,2,False,2.0,0.0,"sadness, pessimism",negative or neutral,non_irony,diaries_&_daily_life,unknown,"sadness, fear, pessimism"
17,997,"I’m feeling okay today , so far anyway . School work right now . I work at 4 : 45 . I need the money , or I would not go . I would just concentrate on my school work . I wish I could do that . That would be so much simpler . Hopefully I continue to feel okay , through tonight , through work .",2022-02-08 10:33:54,2,False,2.0,0.0,"optimism, anticipation",positive,non_irony,"diaries_&_daily_life, learning_&_educational",unknown,"optimism, anticipation, joy"
17,998,"I’m feeling okay , and a little accomplished I guess . Been working diligently on school work and that makes me feels good to get it done , and to get a good grade . Bad grades   stress me . But I funny have any bad ones yet . I have to get ready for work , that’s what I’m doing now . So yeah , with tonight . Hopefully I feel okay through that .",2022-02-08 15:20:34,2,False,2.0,0.0,"optimism, joy",positive,non_irony,"learning_&_educational, diaries_&_daily_life",unknown,"optimism, fear, joy"
17,999,"I feel okay . Just got off of work , going home . I have class at 8 am . I have felt pretty good today , thankfully . I hate so much to feel bad . But today has been a good day . I am still worried about my home though , we’ll be until I know what’s going on",2022-02-08 21:44:51,2,False,2.0,0.0,"fear, joy, optimism",positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism, fear, sadness"
17,1037,"Sad , Depressed , Tired , Spent , Dragging",2022-04-28 20:29:00,3,True,-1.0,1.0,"sadness, pessimism, disgust",negative,non_irony,diaries_&_daily_life,💔😞,"sadness, pessimism"
17,1038,"Content , Happy , Good , Solid , Transparent",2022-04-29 10:00:00,3,True,1.0,1.0,"joy, optimism",positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism"
17,1039,"Sad , Alone , Left , Things left unsaid , Content",2022-04-29 15:47:00,3,True,-1.0,1.0,"sadness, pessimism",negative or neutral,non_irony,diaries_&_daily_life,unknown,"sadness, pessimism"
17,1040,"Content , Happy , Making money , Busy , Tired",2022-04-29 20:38:00,3,True,2.0,0.0,joy,positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism"
17,1041,"Happy , Content , Lively , Ready to make money , Excited",2022-04-30 10:01:00,3,True,2.0,1.0,"joy, optimism",positive,non_irony,business_&_entrepreneurs,unknown,"joy, optimism"
17,1042,"Content , Happy , Sad (death in family) , Lively , Excited",2022-04-30 15:44:00,3,True,2.0,1.0,"joy, optimism, sadness",positive,non_irony,"diaries_&_daily_life, family, relationships",unknown,"joy, sadness, optimism"
17,1043,"Tired , Exhausted , Sad , Home sick , Lonely",2022-04-30 20:20:00,3,True,-1.0,0.0,"sadness, pessimism, disgust",negative,non_irony,diaries_&_daily_life,💔,"sadness, pessimism"
17,1044,"Calm , Content , Sluggish , Tired , Serene",2022-05-01 10:01:00,3,True,2.0,0.0,"sadness, pessimism, disgust",negative or neutral,non_irony,diaries_&_daily_life,✨,"optimism, joy, sadness"
17,1045,"Tired , Exhausted , Lonely , Sad , Depressed",2022-05-01 15:15:00,3,True,-1.0,0.0,"sadness, pessimism",negative,non_irony,diaries_&_daily_life,💔,"sadness, pessimism"
17,1046,"Content , Scared , Limited , Busy , Rushed",2022-05-01 20:13:00,3,True,2.0,0.0,fear,negative or neutral,non_irony,unknown,unknown,fear
17,1047,"Sluggish , Tired , Exhausted , Falling asleep , Mentally exhausted",2022-05-02 10:08:00,3,True,-2.0,0.0,"sadness, disgust, anger, pessimism",negative,non_irony,diaries_&_daily_life,😞,"sadness, pessimism, disgust"
17,1048,"Awake , Thriving , Joyful , Happy , Smiling",2022-05-02 15:03:00,3,True,2.0,0.0,"joy, optimism, love",positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism, love"
17,1049,"Happy , Joyous , Content , With friends , Out to eat",2022-05-02 20:01:00,3,True,2.0,0.0,"joy, optimism",positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism, love"
17,1050,"Happy , Quiet , Little stressed , Content , Worried",2022-05-03 10:11:00,3,True,2.0,0.0,"fear, joy",negative or neutral,non_irony,diaries_&_daily_life,unknown,"fear, joy, optimism"
17,1051,"Stressed , Late on schoolwork , Busy , Worried , Content",2022-05-03 15:01:00,3,True,1.0,0.0,"sadness, fear, pessimism",negative or neutral,non_irony,"diaries_&_daily_life, learning_&_educational",unknown,"fear, sadness"
17,1052,"Making money , Busy at work , Stressed about school , Excited , making money , Excited , school almost over",2022-05-03 20:10:00,3,True,1.0,2.0,"joy, optimism",positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism, fear"
17,1053,"Sad , Depressed , Broke , Stressed , Unhappy",2022-05-04 10:09:00,3,True,-1.0,1.0,"sadness, pessimism",negative,non_irony,diaries_&_daily_life,💔,"sadness, pessimism"
17,1054,"Tired , Sluggish , Exhausted , Grumpy , Alone",2022-05-04 15:06:00,3,True,-2.0,0.0,"sadness, anger, disgust, pessimism",negative,non_irony,diaries_&_daily_life,😞💔,"sadness, anger, disgust, pessimism"
17,1055,"Tired , Ready to go home , Sluggish , Mentally tired , Emotionally tired",2022-05-04 20:23:00,3,True,-2.0,0.0,"sadness, pessimism",unknown,non_irony,diaries_&_daily_life,😞,"sadness, pessimism, disgust"
17,1056,"Content , Awake , Just getting up , Relaxing , Calm",2022-05-05 10:00:00,3,True,2.0,0.0,"joy, optimism",positive,non_irony,diaries_&_daily_life,✨,"joy, optimism"
17,1057,"Okay , Awake , Ready for work , Ready to make money , Still tired in a way",2022-05-05 15:03:00,3,True,1.0,1.0,"sadness, pessimism",negative or neutral,non_irony,"business_&_entrepreneurs, diaries_&_daily_life",unknown,"joy, optimism"
17,1058,"Busy   at work , Joyous , Making money , Content , Happy",2022-05-05 20:11:00,3,True,1.0,1.0,"joy, optimism",strongly positive,non_irony,"diaries_&_daily_life, business_&_entrepreneurs",unknown,"joy, optimism"
17,1059,"Content , Tired , Just waking up , Sleepy , Happy",2022-05-06 10:09:00,3,True,1.0,1.0,"joy, sadness",positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism"
17,1060,"Not feeling good , Tired , Very sluggish , Hurting , Sleepy",2022-05-06 15:01:00,3,True,-2.0,0.0,"sadness, disgust, pessimism, anger",negative,non_irony,"diaries_&_daily_life, fitness_&_health",😞,"sadness, pessimism, disgust"
17,1061,"Ready to go home , Not making Shìt tonight , Feel bad , Terrible , Tried",2022-05-06 20:46:00,3,True,-1.0,0.0,"anger, sadness, disgust",negative,non_irony,diaries_&_daily_life,😞😢,"sadness, anger, disgust"
17,1020,"Content , Tired , Sleepy , Sad , Exhausted",2022-05-07 10:01:00,3,True,-2.0,0.0,"sadness, pessimism, disgust",negative or neutral,non_irony,diaries_&_daily_life,✨,"sadness, pessimism"
17,1021,"Sad , Depressed , Lonely , Broke , Tired",2022-05-07 15:13:00,3,True,-1.0,1.0,"sadness, pessimism",negative,non_irony,diaries_&_daily_life,💔😞,"sadness, pessimism"
17,1022,"Busy at work , Really busy , Tired , Exhausted , Making money",2022-05-07 20:21:00,3,True,0.0,1.0,sadness,positive,non_irony,business_&_entrepreneurs,💰,"joy, optimism"
17,1023,"Off work , Tired , Sluggish , Need to study for exams , Stressed",2022-05-08 10:03:00,3,True,1.0,1.0,"sadness, fear, pessimism",negative or neutral,non_irony,diaries_&_daily_life,unknown,"fear, sadness, pessimism"
17,1024,"Sad , Depressed , Alone , Not enthusiastic , Worried",2022-05-08 15:03:00,3,True,-1.0,1.0,"sadness, pessimism, fear",negative,non_irony,diaries_&_daily_life,☹,"sadness, pessimism"
17,1025,"Content , Tired , Happy , Smiling , Worried still",2022-05-08 20:02:00,3,True,2.0,0.0,"joy, fear",positive,non_irony,diaries_&_daily_life,unknown,"joy, optimism"
17,1026,"Content , Worried about grades , Don’t feel good , Tired , Calm",2022-05-09 10:01:00,3,True,2.0,0.0,"sadness, fear, pessimism",negative or neutral,non_irony,diaries_&_daily_life,✨,sadness
17,1027,"Sad , Worried , Stressed , Unhappy , Tired",2022-05-09 15:03:00,3,True,0.0,1.0,"sadness, pessimism",negative,non_irony,diaries_&_daily_life,unknown,"sadness, pessimism"
17,1028,"Tired , Busy , School work , Last 2 days of school , A lot to do",2022-05-09 20:17:00,3,True,0.0,1.0,sadness,negative or neutral,non_irony,"learning_&_educational, diaries_&_daily_life",☹,anticipation
17,1029,"Busy bee , Awake , Content , School work , Last 2 days of school",2022-05-10 10:05:00,3,True,0.0,1.0,joy,negative or neutral,non_irony,"learning_&_educational, diaries_&_daily_life",unknown,"joy, optimism"
17,1030,"Studying , Busy , Work soon , Content , Calm",2022-05-10 15:00:00,3,True,2.0,0.0,"optimism, joy",positive,non_irony,diaries_&_daily_life,✨,"joy, optimism"
17,1031,"Busy   at work , Making money , Content , So so happy , Tired",2022-05-10 20:50:00,3,True,2.0,0.0,joy,positive,irony,"business_&_entrepreneurs, diaries_&_daily_life",unknown,"joy, optimism"
17,1032,"Tired , Exhausted , Sluggish , Sleepy , Want a nap",2022-05-11 11:39:00,3,True,-2.0,0.0,"sadness, pessimism, disgust",negative or neutral,non_irony,diaries_&_daily_life,😩,"sadness, pessimism, disgust"
17,1033,"Content , Very tired , Very busy , Last day of school , Paper for school , busy",2022-05-11 15:00:00,3,True,0.0,1.0,"sadness, joy",negative or neutral,non_irony,"learning_&_educational, diaries_&_daily_life",unknown,joy
17,1034,"Busy   at work , Tired , Worried , Stressed about a paper , I need to go",2022-05-11 20:01:00,3,True,2.0,0.0,"fear, sadness",negative or neutral,non_irony,diaries_&_daily_life,unknown,"fear, sadness"
17,1035,"Just waking up , Work last night late , Content , Tired , Awake",2022-05-12 10:01:00,3,True,0.0,1.0,sadness,negative or neutral,non_irony,diaries_&_daily_life,unknown,joy
17,1036,"No more papers , No more school right now , PERSON , Going to work now , Make some money",2022-05-12 15:19:00,3,True,1.0,1.0,"joy, optimism",positive,non_irony,"learning_&_educational, diaries_&_daily_life",unknown,"optimism, joy, anticipation"
17,1075,"I am very tired . I am jus getting up . I am actually still in the bed . Hopefully , I will feel ok today . I work this evening . I hate going to work feeling bad . It makes for such a long evening . I have a ton of schoolwork to do . I don’t know how to get that done when I have to go pick up my daughter every day because she will not go get her license .",2022-09-01 10:05:26,4,False,-2.0,0.0,"sadness, anger, disgust, fear",negative or neutral,non_irony,diaries_&_daily_life,😢,"sadness, fear, disgust"
17,1076,"I feel okay today . I feel happy and good so far today . I am on my way to work , I need some money . Behind on some things . I’m hungry , and that makes me feel ill when I’m starving . So I need to eat when I get to work so I feel better in that aspect .",2022-09-01 15:09:48,4,False,1.0,1.0,"sadness, joy",positive,non_irony,diaries_&_daily_life,😊,"joy, optimism, sadness"
17,1077,"I am feeling alright today . Not hurting   too bad . It’s not been too awful busy   at work . I got a good nights sleep , so that helps me not be tired I’m almost done with work , an hour left . Yaaay . Then I can go home and see my man . That makes me happy .",2022-09-01 20:01:27,4,False,1.0,1.0,"joy, optimism",positive,non_irony,diaries_&_daily_life,😊,"joy, optimism"
